,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
788,0,0,0,0,0,0,6,52,89,60,52,12,0,0,0,0,0,0,5,28,69,65,47,7
789,0,0,0,0,0,6,52,89,60,52,12,0,0,0,0,0,0,5,28,69,65,47,7,0
790,0,0,0,0,6,52,89,60,52,12,0,0,0,0,0,0,5,28,69,65,47,7,0,0
791,0,0,0,6,52,89,60,52,12,0,0,0,0,0,0,5,28,69,65,47,7,0,0,0
792,0,0,6,52,89,60,52,12,0,0,0,0,0,0,5,28,69,65,47,7,0,0,0,0
793,0,6,52,89,60,52,12,0,0,0,0,0,0,5,28,69,65,47,7,0,0,0,0,0
794,6,52,89,60,52,12,0,0,0,0,0,0,5,28,69,65,47,7,0,0,0,0,0,0
795,52,89,60,52,12,0,0,0,0,0,0,5,28,69,65,47,7,0,0,0,0,0,0,5
796,89,60,52,12,0,0,0,0,0,0,5,28,69,65,47,7,0,0,0,0,0,0,5,42
797,60,52,12,0,0,0,0,0,0,5,28,69,65,47,7,0,0,0,0,0,0,5,42,56
798,52,12,0,0,0,0,0,0,5,28,69,65,47,7,0,0,0,0,0,0,5,42,56,87
799,12,0,0,0,0,0,0,5,28,69,65,47,7,0,0,0,0,0,0,5,42,56,87,60
800,0,0,0,0,0,0,5,28,69,65,47,7,0,0,0,0,0,0,5,42,56,87,60,13
801,0,0,0,0,0,5,28,69,65,47,7,0,0,0,0,0,0,5,42,56,87,60,13,0
802,0,0,0,0,5,28,69,65,47,7,0,0,0,0,0,0,5,42,56,87,60,13,0,0
803,0,0,0,5,28,69,65,47,7,0,0,0,0,0,0,5,42,56,87,60,13,0,0,0
804,0,0,5,28,69,65,47,7,0,0,0,0,0,0,5,42,56,87,60,13,0,0,0,0
805,0,5,28,69,65,47,7,0,0,0,0,0,0,5,42,56,87,60,13,0,0,0,0,0
806,5,28,69,65,47,7,0,0,0,0,0,0,5,42,56,87,60,13,0,0,0,0,0,0
807,28,69,65,47,7,0,0,0,0,0,0,5,42,56,87,60,13,0,0,0,0,0,0,6
808,69,65,47,7,0,0,0,0,0,0,5,42,56,87,60,13,0,0,0,0,0,0,6,36
809,65,47,7,0,0,0,0,0,0,5,42,56,87,60,13,0,0,0,0,0,0,6,36,77
810,47,7,0,0,0,0,0,0,5,42,56,87,60,13,0,0,0,0,0,0,6,36,77,76
811,7,0,0,0,0,0,0,5,42,56,87,60,13,0,0,0,0,0,0,6,36,77,76,52
812,0,0,0,0,0,0,5,42,56,87,60,13,0,0,0,0,0,0,6,36,77,76,52,9
813,0,0,0,0,0,5,42,56,87,60,13,0,0,0,0,0,0,6,36,77,76,52,9,0
814,0,0,0,0,5,42,56,87,60,13,0,0,0,0,0,0,6,36,77,76,52,9,0,0
815,0,0,0,5,42,56,87,60,13,0,0,0,0,0,0,6,36,77,76,52,9,0,0,0
816,0,0,5,42,56,87,60,13,0,0,0,0,0,0,6,36,77,76,52,9,0,0,0,0
817,0,5,42,56,87,60,13,0,0,0,0,0,0,6,36,77,76,52,9,0,0,0,0,0
818,5,42,56,87,60,13,0,0,0,0,0,0,6,36,77,76,52,9,0,0,0,0,0,0
819,42,56,87,60,13,0,0,0,0,0,0,6,36,77,76,52,9,0,0,0,0,0,0,0
820,56,87,60,13,0,0,0,0,0,0,6,36,77,76,52,9,0,0,0,0,0,0,0,7
821,87,60,13,0,0,0,0,0,0,6,36,77,76,52,9,0,0,0,0,0,0,0,7,9
822,60,13,0,0,0,0,0,0,6,36,77,76,52,9,0,0,0,0,0,0,0,7,9,8
823,13,0,0,0,0,0,0,6,36,77,76,52,9,0,0,0,0,0,0,0,7,9,8,12
824,0,0,0,0,0,0,6,36,77,76,52,9,0,0,0,0,0,0,0,7,9,8,12,3
825,0,0,0,0,0,6,36,77,76,52,9,0,0,0,0,0,0,0,7,9,8,12,3,0
826,0,0,0,0,6,36,77,76,52,9,0,0,0,0,0,0,0,7,9,8,12,3,0,0
827,0,0,0,6,36,77,76,52,9,0,0,0,0,0,0,0,7,9,8,12,3,0,0,0
828,0,0,6,36,77,76,52,9,0,0,0,0,0,0,0,7,9,8,12,3,0,0,0,0
829,0,6,36,77,76,52,9,0,0,0,0,0,0,0,7,9,8,12,3,0,0,0,0,0
830,6,36,77,76,52,9,0,0,0,0,0,0,0,7,9,8,12,3,0,0,0,0,0,0
831,36,77,76,52,9,0,0,0,0,0,0,0,7,9,8,12,3,0,0,0,0,0,0,7
832,77,76,52,9,0,0,0,0,0,0,0,7,9,8,12,3,0,0,0,0,0,0,7,51
833,76,52,9,0,0,0,0,0,0,0,7,9,8,12,3,0,0,0,0,0,0,7,51,81
834,52,9,0,0,0,0,0,0,0,7,9,8,12,3,0,0,0,0,0,0,7,51,81,80
835,9,0,0,0,0,0,0,0,7,9,8,12,3,0,0,0,0,0,0,7,51,81,80,48
836,0,0,0,0,0,0,0,7,9,8,12,3,0,0,0,0,0,0,7,51,81,80,48,10
837,0,0,0,0,0,0,7,9,8,12,3,0,0,0,0,0,0,7,51,81,80,48,10,0
838,0,0,0,0,0,7,9,8,12,3,0,0,0,0,0,0,7,51,81,80,48,10,0,0
839,0,0,0,0,7,9,8,12,3,0,0,0,0,0,0,7,51,81,80,48,10,0,0,0
840,0,0,0,7,9,8,12,3,0,0,0,0,0,0,7,51,81,80,48,10,0,0,0,0
841,0,0,7,9,8,12,3,0,0,0,0,0,0,7,51,81,80,48,10,0,0,0,0,0
842,0,7,9,8,12,3,0,0,0,0,0,0,7,51,81,80,48,10,0,0,0,0,0,0
843,7,9,8,12,3,0,0,0,0,0,0,7,51,81,80,48,10,0,0,0,0,0,0,7
844,9,8,12,3,0,0,0,0,0,0,7,51,81,80,48,10,0,0,0,0,0,0,7,50
845,8,12,3,0,0,0,0,0,0,7,51,81,80,48,10,0,0,0,0,0,0,7,50,84
846,12,3,0,0,0,0,0,0,7,51,81,80,48,10,0,0,0,0,0,0,7,50,84,76
847,3,0,0,0,0,0,0,7,51,81,80,48,10,0,0,0,0,0,0,7,50,84,76,42
848,0,0,0,0,0,0,7,51,81,80,48,10,0,0,0,0,0,0,7,50,84,76,42,10
849,0,0,0,0,0,7,51,81,80,48,10,0,0,0,0,0,0,7,50,84,76,42,10,0
850,0,0,0,0,7,51,81,80,48,10,0,0,0,0,0,0,7,50,84,76,42,10,0,0
851,0,0,0,7,51,81,80,48,10,0,0,0,0,0,0,7,50,84,76,42,10,0,0,0
852,0,0,7,51,81,80,48,10,0,0,0,0,0,0,7,50,84,76,42,10,0,0,0,0
853,0,7,51,81,80,48,10,0,0,0,0,0,0,7,50,84,76,42,10,0,0,0,0,0
854,7,51,81,80,48,10,0,0,0,0,0,0,7,50,84,76,42,10,0,0,0,0,0,0
855,51,81,80,48,10,0,0,0,0,0,0,7,50,84,76,42,10,0,0,0,0,0,0,8
856,81,80,48,10,0,0,0,0,0,0,7,50,84,76,42,10,0,0,0,0,0,0,8,53
857,80,48,10,0,0,0,0,0,0,7,50,84,76,42,10,0,0,0,0,0,0,8,53,84
858,48,10,0,0,0,0,0,0,7,50,84,76,42,10,0,0,0,0,0,0,8,53,84,74
859,10,0,0,0,0,0,0,7,50,84,76,42,10,0,0,0,0,0,0,8,53,84,74,47
860,0,0,0,0,0,0,7,50,84,76,42,10,0,0,0,0,0,0,8,53,84,74,47,10
861,0,0,0,0,0,7,50,84,76,42,10,0,0,0,0,0,0,8,53,84,74,47,10,0
862,0,0,0,0,7,50,84,76,42,10,0,0,0,0,0,0,8,53,84,74,47,10,0,0
863,0,0,0,7,50,84,76,42,10,0,0,0,0,0,0,8,53,84,74,47,10,0,0,0
864,0,0,7,50,84,76,42,10,0,0,0,0,0,0,8,53,84,74,47,10,0,0,0,0
865,0,7,50,84,76,42,10,0,0,0,0,0,0,8,53,84,74,47,10,0,0,0,0,0
866,7,50,84,76,42,10,0,0,0,0,0,0,8,53,84,74,47,10,0,0,0,0,0,0
867,50,84,76,42,10,0,0,0,0,0,0,8,53,84,74,47,10,0,0,0,0,0,0,6
868,84,76,42,10,0,0,0,0,0,0,8,53,84,74,47,10,0,0,0,0,0,0,6,29
869,76,42,10,0,0,0,0,0,0,8,53,84,74,47,10,0,0,0,0,0,0,6,29,84
870,42,10,0,0,0,0,0,0,8,53,84,74,47,10,0,0,0,0,0,0,6,29,84,85
871,10,0,0,0,0,0,0,8,53,84,74,47,10,0,0,0,0,0,0,6,29,84,85,59
872,0,0,0,0,0,0,8,53,84,74,47,10,0,0,0,0,0,0,6,29,84,85,59,14
873,0,0,0,0,0,8,53,84,74,47,10,0,0,0,0,0,0,6,29,84,85,59,14,0
874,0,0,0,0,8,53,84,74,47,10,0,0,0,0,0,0,6,29,84,85,59,14,0,0
875,0,0,0,8,53,84,74,47,10,0,0,0,0,0,0,6,29,84,85,59,14,0,0,0
876,0,0,8,53,84,74,47,10,0,0,0,0,0,0,6,29,84,85,59,14,0,0,0,0
877,0,8,53,84,74,47,10,0,0,0,0,0,0,6,29,84,85,59,14,0,0,0,0,0
878,8,53,84,74,47,10,0,0,0,0,0,0,6,29,84,85,59,14,0,0,0,0,0,0
879,53,84,74,47,10,0,0,0,0,0,0,6,29,84,85,59,14,0,0,0,0,0,0,7
880,84,74,47,10,0,0,0,0,0,0,6,29,84,85,59,14,0,0,0,0,0,0,7,58
881,74,47,10,0,0,0,0,0,0,6,29,84,85,59,14,0,0,0,0,0,0,7,58,78
882,47,10,0,0,0,0,0,0,6,29,84,85,59,14,0,0,0,0,0,0,7,58,78,75
883,10,0,0,0,0,0,0,6,29,84,85,59,14,0,0,0,0,0,0,7,58,78,75,47
884,0,0,0,0,0,0,6,29,84,85,59,14,0,0,0,0,0,0,7,58,78,75,47,12
885,0,0,0,0,0,6,29,84,85,59,14,0,0,0,0,0,0,7,58,78,75,47,12,0
886,0,0,0,0,6,29,84,85,59,14,0,0,0,0,0,0,7,58,78,75,47,12,0,0
887,0,0,0,6,29,84,85,59,14,0,0,0,0,0,0,7,58,78,75,47,12,0,0,0
888,0,0,6,29,84,85,59,14,0,0,0,0,0,0,7,58,78,75,47,12,0,0,0,0
889,0,6,29,84,85,59,14,0,0,0,0,0,0,7,58,78,75,47,12,0,0,0,0,0
890,6,29,84,85,59,14,0,0,0,0,0,0,7,58,78,75,47,12,0,0,0,0,0,0
891,29,84,85,59,14,0,0,0,0,0,0,7,58,78,75,47,12,0,0,0,0,0,0,6
892,84,85,59,14,0,0,0,0,0,0,7,58,78,75,47,12,0,0,0,0,0,0,6,16
893,85,59,14,0,0,0,0,0,0,7,58,78,75,47,12,0,0,0,0,0,0,6,16,37
894,59,14,0,0,0,0,0,0,7,58,78,75,47,12,0,0,0,0,0,0,6,16,37,75
895,14,0,0,0,0,0,0,7,58,78,75,47,12,0,0,0,0,0,0,6,16,37,75,57
896,0,0,0,0,0,0,7,58,78,75,47,12,0,0,0,0,0,0,6,16,37,75,57,11
897,0,0,0,0,0,7,58,78,75,47,12,0,0,0,0,0,0,6,16,37,75,57,11,0
898,0,0,0,0,7,58,78,75,47,12,0,0,0,0,0,0,6,16,37,75,57,11,0,0
899,0,0,0,7,58,78,75,47,12,0,0,0,0,0,0,6,16,37,75,57,11,0,0,0
900,0,0,7,58,78,75,47,12,0,0,0,0,0,0,6,16,37,75,57,11,0,0,0,0
901,0,7,58,78,75,47,12,0,0,0,0,0,0,6,16,37,75,57,11,0,0,0,0,0
902,7,58,78,75,47,12,0,0,0,0,0,0,6,16,37,75,57,11,0,0,0,0,0,0
903,58,78,75,47,12,0,0,0,0,0,0,6,16,37,75,57,11,0,0,0,0,0,0,4
904,78,75,47,12,0,0,0,0,0,0,6,16,37,75,57,11,0,0,0,0,0,0,4,10
905,75,47,12,0,0,0,0,0,0,6,16,37,75,57,11,0,0,0,0,0,0,4,10,43
906,47,12,0,0,0,0,0,0,6,16,37,75,57,11,0,0,0,0,0,0,4,10,43,60
907,12,0,0,0,0,0,0,6,16,37,75,57,11,0,0,0,0,0,0,4,10,43,60,45
908,0,0,0,0,0,0,6,16,37,75,57,11,0,0,0,0,0,0,4,10,43,60,45,11
909,0,0,0,0,0,6,16,37,75,57,11,0,0,0,0,0,0,4,10,43,60,45,11,0
910,0,0,0,0,6,16,37,75,57,11,0,0,0,0,0,0,4,10,43,60,45,11,0,0
911,0,0,0,6,16,37,75,57,11,0,0,0,0,0,0,4,10,43,60,45,11,0,0,0
912,0,0,6,16,37,75,57,11,0,0,0,0,0,0,4,10,43,60,45,11,0,0,0,0
913,0,6,16,37,75,57,11,0,0,0,0,0,0,4,10,43,60,45,11,0,0,0,0,0
914,6,16,37,75,57,11,0,0,0,0,0,0,4,10,43,60,45,11,0,0,0,0,0,0
915,16,37,75,57,11,0,0,0,0,0,0,4,10,43,60,45,11,0,0,0,0,0,0,1
916,37,75,57,11,0,0,0,0,0,0,4,10,43,60,45,11,0,0,0,0,0,0,1,8
917,75,57,11,0,0,0,0,0,0,4,10,43,60,45,11,0,0,0,0,0,0,1,8,10
918,57,11,0,0,0,0,0,0,4,10,43,60,45,11,0,0,0,0,0,0,1,8,10,11
919,11,0,0,0,0,0,0,4,10,43,60,45,11,0,0,0,0,0,0,1,8,10,11,9
920,0,0,0,0,0,0,4,10,43,60,45,11,0,0,0,0,0,0,1,8,10,11,9,3
921,0,0,0,0,0,4,10,43,60,45,11,0,0,0,0,0,0,1,8,10,11,9,3,0
922,0,0,0,0,4,10,43,60,45,11,0,0,0,0,0,0,1,8,10,11,9,3,0,0
923,0,0,0,4,10,43,60,45,11,0,0,0,0,0,0,1,8,10,11,9,3,0,0,0
924,0,0,4,10,43,60,45,11,0,0,0,0,0,0,1,8,10,11,9,3,0,0,0,0
925,0,4,10,43,60,45,11,0,0,0,0,0,0,1,8,10,11,9,3,0,0,0,0,0
926,4,10,43,60,45,11,0,0,0,0,0,0,1,8,10,11,9,3,0,0,0,0,0,0
927,10,43,60,45,11,0,0,0,0,0,0,1,8,10,11,9,3,0,0,0,0,0,0,6
928,43,60,45,11,0,0,0,0,0,0,1,8,10,11,9,3,0,0,0,0,0,0,6,37
929,60,45,11,0,0,0,0,0,0,1,8,10,11,9,3,0,0,0,0,0,0,6,37,81
930,45,11,0,0,0,0,0,0,1,8,10,11,9,3,0,0,0,0,0,0,6,37,81,59
931,11,0,0,0,0,0,0,1,8,10,11,9,3,0,0,0,0,0,0,6,37,81,59,37
932,0,0,0,0,0,0,1,8,10,11,9,3,0,0,0,0,0,0,6,37,81,59,37,11
933,0,0,0,0,0,1,8,10,11,9,3,0,0,0,0,0,0,6,37,81,59,37,11,0
934,0,0,0,0,1,8,10,11,9,3,0,0,0,0,0,0,6,37,81,59,37,11,0,0
935,0,0,0,1,8,10,11,9,3,0,0,0,0,0,0,6,37,81,59,37,11,0,0,0
936,0,0,1,8,10,11,9,3,0,0,0,0,0,0,6,37,81,59,37,11,0,0,0,0
937,0,1,8,10,11,9,3,0,0,0,0,0,0,6,37,81,59,37,11,0,0,0,0,0
938,1,8,10,11,9,3,0,0,0,0,0,0,6,37,81,59,37,11,0,0,0,0,0,0
939,8,10,11,9,3,0,0,0,0,0,0,6,37,81,59,37,11,0,0,0,0,0,0,7
940,10,11,9,3,0,0,0,0,0,0,6,37,81,59,37,11,0,0,0,0,0,0,7,66
941,11,9,3,0,0,0,0,0,0,6,37,81,59,37,11,0,0,0,0,0,0,7,66,96
942,9,3,0,0,0,0,0,0,6,37,81,59,37,11,0,0,0,0,0,0,7,66,96,92
943,3,0,0,0,0,0,0,6,37,81,59,37,11,0,0,0,0,0,0,7,66,96,92,63
944,0,0,0,0,0,0,6,37,81,59,37,11,0,0,0,0,0,0,7,66,96,92,63,13
945,0,0,0,0,0,6,37,81,59,37,11,0,0,0,0,0,0,7,66,96,92,63,13,0
946,0,0,0,0,6,37,81,59,37,11,0,0,0,0,0,0,7,66,96,92,63,13,0,0
947,0,0,0,6,37,81,59,37,11,0,0,0,0,0,0,7,66,96,92,63,13,0,0,0
948,0,0,6,37,81,59,37,11,0,0,0,0,0,0,7,66,96,92,63,13,0,0,0,0
949,0,6,37,81,59,37,11,0,0,0,0,0,0,7,66,96,92,63,13,0,0,0,0,0
950,6,37,81,59,37,11,0,0,0,0,0,0,7,66,96,92,63,13,0,0,0,0,0,0
951,37,81,59,37,11,0,0,0,0,0,0,7,66,96,92,63,13,0,0,0,0,0,0,7
952,81,59,37,11,0,0,0,0,0,0,7,66,96,92,63,13,0,0,0,0,0,0,7,63
953,59,37,11,0,0,0,0,0,0,7,66,96,92,63,13,0,0,0,0,0,0,7,63,88
954,37,11,0,0,0,0,0,0,7,66,96,92,63,13,0,0,0,0,0,0,7,63,88,87
955,11,0,0,0,0,0,0,7,66,96,92,63,13,0,0,0,0,0,0,7,63,88,87,57
956,0,0,0,0,0,0,7,66,96,92,63,13,0,0,0,0,0,0,7,63,88,87,57,13
957,0,0,0,0,0,7,66,96,92,63,13,0,0,0,0,0,0,7,63,88,87,57,13,0
958,0,0,0,0,7,66,96,92,63,13,0,0,0,0,0,0,7,63,88,87,57,13,0,0
959,0,0,0,7,66,96,92,63,13,0,0,0,0,0,0,7,63,88,87,57,13,0,0,0
960,0,0,7,66,96,92,63,13,0,0,0,0,0,0,7,63,88,87,57,13,0,0,0,0
961,0,7,66,96,92,63,13,0,0,0,0,0,0,7,63,88,87,57,13,0,0,0,0,0
962,7,66,96,92,63,13,0,0,0,0,0,0,7,63,88,87,57,13,0,0,0,0,0,0
963,66,96,92,63,13,0,0,0,0,0,0,7,63,88,87,57,13,0,0,0,0,0,0,12
964,96,92,63,13,0,0,0,0,0,0,7,63,88,87,57,13,0,0,0,0,0,0,12,46
965,92,63,13,0,0,0,0,0,0,7,63,88,87,57,13,0,0,0,0,0,0,12,46,81
966,63,13,0,0,0,0,0,0,7,63,88,87,57,13,0,0,0,0,0,0,12,46,81,68
967,13,0,0,0,0,0,0,7,63,88,87,57,13,0,0,0,0,0,0,12,46,81,68,18
968,0,0,0,0,0,0,7,63,88,87,57,13,0,0,0,0,0,0,12,46,81,68,18,7
969,0,0,0,0,0,7,63,88,87,57,13,0,0,0,0,0,0,12,46,81,68,18,7,0
970,0,0,0,0,7,63,88,87,57,13,0,0,0,0,0,0,12,46,81,68,18,7,0,0
971,0,0,0,7,63,88,87,57,13,0,0,0,0,0,0,12,46,81,68,18,7,0,0,0
972,0,0,7,63,88,87,57,13,0,0,0,0,0,0,12,46,81,68,18,7,0,0,0,0
973,0,7,63,88,87,57,13,0,0,0,0,0,0,12,46,81,68,18,7,0,0,0,0,0
974,7,63,88,87,57,13,0,0,0,0,0,0,12,46,81,68,18,7,0,0,0,0,0,0
975,63,88,87,57,13,0,0,0,0,0,0,12,46,81,68,18,7,0,0,0,0,0,0,8
976,88,87,57,13,0,0,0,0,0,0,12,46,81,68,18,7,0,0,0,0,0,0,8,62
977,87,57,13,0,0,0,0,0,0,12,46,81,68,18,7,0,0,0,0,0,0,8,62,86
978,57,13,0,0,0,0,0,0,12,46,81,68,18,7,0,0,0,0,0,0,8,62,86,84
979,13,0,0,0,0,0,0,12,46,81,68,18,7,0,0,0,0,0,0,8,62,86,84,56
980,0,0,0,0,0,0,12,46,81,68,18,7,0,0,0,0,0,0,8,62,86,84,56,14
981,0,0,0,0,0,12,46,81,68,18,7,0,0,0,0,0,0,8,62,86,84,56,14,0
982,0,0,0,0,12,46,81,68,18,7,0,0,0,0,0,0,8,62,86,84,56,14,0,0
983,0,0,0,12,46,81,68,18,7,0,0,0,0,0,0,8,62,86,84,56,14,0,0,0
984,0,0,12,46,81,68,18,7,0,0,0,0,0,0,8,62,86,84,56,14,0,0,0,0
985,0,12,46,81,68,18,7,0,0,0,0,0,0,8,62,86,84,56,14,0,0,0,0,0
986,12,46,81,68,18,7,0,0,0,0,0,0,8,62,86,84,56,14,0,0,0,0,0,0
987,46,81,68,18,7,0,0,0,0,0,0,8,62,86,84,56,14,0,0,0,0,0,0,8
988,81,68,18,7,0,0,0,0,0,0,8,62,86,84,56,14,0,0,0,0,0,0,8,63
989,68,18,7,0,0,0,0,0,0,8,62,86,84,56,14,0,0,0,0,0,0,8,63,84
990,18,7,0,0,0,0,0,0,8,62,86,84,56,14,0,0,0,0,0,0,8,63,84,71
991,7,0,0,0,0,0,0,8,62,86,84,56,14,0,0,0,0,0,0,8,63,84,71,43
992,0,0,0,0,0,0,8,62,86,84,56,14,0,0,0,0,0,0,8,63,84,71,43,13
993,0,0,0,0,0,8,62,86,84,56,14,0,0,0,0,0,0,8,63,84,71,43,13,0
994,0,0,0,0,8,62,86,84,56,14,0,0,0,0,0,0,8,63,84,71,43,13,0,0
995,0,0,0,8,62,86,84,56,14,0,0,0,0,0,0,8,63,84,71,43,13,0,0,0
996,0,0,8,62,86,84,56,14,0,0,0,0,0,0,8,63,84,71,43,13,0,0,0,0
997,0,8,62,86,84,56,14,0,0,0,0,0,0,8,63,84,71,43,13,0,0,0,0,0
998,8,62,86,84,56,14,0,0,0,0,0,0,8,63,84,71,43,13,0,0,0,0,0,0
999,62,86,84,56,14,0,0,0,0,0,0,8,63,84,71,43,13,0,0,0,0,0,0,9
1000,86,84,56,14,0,0,0,0,0,0,8,63,84,71,43,13,0,0,0,0,0,0,9,23
1001,84,56,14,0,0,0,0,0,0,8,63,84,71,43,13,0,0,0,0,0,0,9,23,37
1002,56,14,0,0,0,0,0,0,8,63,84,71,43,13,0,0,0,0,0,0,9,23,37,19
1003,14,0,0,0,0,0,0,8,63,84,71,43,13,0,0,0,0,0,0,9,23,37,19,8
1004,0,0,0,0,0,0,8,63,84,71,43,13,0,0,0,0,0,0,9,23,37,19,8,4
1005,0,0,0,0,0,8,63,84,71,43,13,0,0,0,0,0,0,9,23,37,19,8,4,0
1006,0,0,0,0,8,63,84,71,43,13,0,0,0,0,0,0,9,23,37,19,8,4,0,0
1007,0,0,0,8,63,84,71,43,13,0,0,0,0,0,0,9,23,37,19,8,4,0,0,0
1008,0,0,8,63,84,71,43,13,0,0,0,0,0,0,9,23,37,19,8,4,0,0,0,0
1009,0,8,63,84,71,43,13,0,0,0,0,0,0,9,23,37,19,8,4,0,0,0,0,0
1010,8,63,84,71,43,13,0,0,0,0,0,0,9,23,37,19,8,4,0,0,0,0,0,0
1011,63,84,71,43,13,0,0,0,0,0,0,9,23,37,19,8,4,0,0,0,0,0,0,8
1012,84,71,43,13,0,0,0,0,0,0,9,23,37,19,8,4,0,0,0,0,0,0,8,38
1013,71,43,13,0,0,0,0,0,0,9,23,37,19,8,4,0,0,0,0,0,0,8,38,84
1014,43,13,0,0,0,0,0,0,9,23,37,19,8,4,0,0,0,0,0,0,8,38,84,50
1015,13,0,0,0,0,0,0,9,23,37,19,8,4,0,0,0,0,0,0,8,38,84,50,38
1016,0,0,0,0,0,0,9,23,37,19,8,4,0,0,0,0,0,0,8,38,84,50,38,14
1017,0,0,0,0,0,9,23,37,19,8,4,0,0,0,0,0,0,8,38,84,50,38,14,0
1018,0,0,0,0,9,23,37,19,8,4,0,0,0,0,0,0,8,38,84,50,38,14,0,0
1019,0,0,0,9,23,37,19,8,4,0,0,0,0,0,0,8,38,84,50,38,14,0,0,0
1020,0,0,9,23,37,19,8,4,0,0,0,0,0,0,8,38,84,50,38,14,0,0,0,0
1021,0,9,23,37,19,8,4,0,0,0,0,0,0,8,38,84,50,38,14,0,0,0,0,0
1022,9,23,37,19,8,4,0,0,0,0,0,0,8,38,84,50,38,14,0,0,0,0,0,0
1023,23,37,19,8,4,0,0,0,0,0,0,8,38,84,50,38,14,0,0,0,0,0,0,11
1024,37,19,8,4,0,0,0,0,0,0,8,38,84,50,38,14,0,0,0,0,0,0,11,43
1025,19,8,4,0,0,0,0,0,0,8,38,84,50,38,14,0,0,0,0,0,0,11,43,78
1026,8,4,0,0,0,0,0,0,8,38,84,50,38,14,0,0,0,0,0,0,11,43,78,80
1027,4,0,0,0,0,0,0,8,38,84,50,38,14,0,0,0,0,0,0,11,43,78,80,40
1028,0,0,0,0,0,0,8,38,84,50,38,14,0,0,0,0,0,0,11,43,78,80,40,11
1029,0,0,0,0,0,8,38,84,50,38,14,0,0,0,0,0,0,11,43,78,80,40,11,0
1030,0,0,0,0,8,38,84,50,38,14,0,0,0,0,0,0,11,43,78,80,40,11,0,0
1031,0,0,0,8,38,84,50,38,14,0,0,0,0,0,0,11,43,78,80,40,11,0,0,0
1032,0,0,8,38,84,50,38,14,0,0,0,0,0,0,11,43,78,80,40,11,0,0,0,0
1033,0,8,38,84,50,38,14,0,0,0,0,0,0,11,43,78,80,40,11,0,0,0,0,0
1034,8,38,84,50,38,14,0,0,0,0,0,0,11,43,78,80,40,11,0,0,0,0,0,0
1035,38,84,50,38,14,0,0,0,0,0,0,11,43,78,80,40,11,0,0,0,0,0,0,7
1036,84,50,38,14,0,0,0,0,0,0,11,43,78,80,40,11,0,0,0,0,0,0,7,39
1037,50,38,14,0,0,0,0,0,0,11,43,78,80,40,11,0,0,0,0,0,0,7,39,89
1038,38,14,0,0,0,0,0,0,11,43,78,80,40,11,0,0,0,0,0,0,7,39,89,89
1039,14,0,0,0,0,0,0,11,43,78,80,40,11,0,0,0,0,0,0,7,39,89,89,63
1040,0,0,0,0,0,0,11,43,78,80,40,11,0,0,0,0,0,0,7,39,89,89,63,15
1041,0,0,0,0,0,11,43,78,80,40,11,0,0,0,0,0,0,7,39,89,89,63,15,0
1042,0,0,0,0,11,43,78,80,40,11,0,0,0,0,0,0,7,39,89,89,63,15,0,0
1043,0,0,0,11,43,78,80,40,11,0,0,0,0,0,0,7,39,89,89,63,15,0,0,0
1044,0,0,11,43,78,80,40,11,0,0,0,0,0,0,7,39,89,89,63,15,0,0,0,0
1045,0,11,43,78,80,40,11,0,0,0,0,0,0,7,39,89,89,63,15,0,0,0,0,0
1046,11,43,78,80,40,11,0,0,0,0,0,0,7,39,89,89,63,15,0,0,0,0,0,0
1047,43,78,80,40,11,0,0,0,0,0,0,7,39,89,89,63,15,0,0,0,0,0,0,10
1048,78,80,40,11,0,0,0,0,0,0,7,39,89,89,63,15,0,0,0,0,0,0,10,63
1049,80,40,11,0,0,0,0,0,0,7,39,89,89,63,15,0,0,0,0,0,0,10,63,85
1050,40,11,0,0,0,0,0,0,7,39,89,89,63,15,0,0,0,0,0,0,10,63,85,81
1051,11,0,0,0,0,0,0,7,39,89,89,63,15,0,0,0,0,0,0,10,63,85,81,50
1052,0,0,0,0,0,0,7,39,89,89,63,15,0,0,0,0,0,0,10,63,85,81,50,13
1053,0,0,0,0,0,7,39,89,89,63,15,0,0,0,0,0,0,10,63,85,81,50,13,0
1054,0,0,0,0,7,39,89,89,63,15,0,0,0,0,0,0,10,63,85,81,50,13,0,0
1055,0,0,0,7,39,89,89,63,15,0,0,0,0,0,0,10,63,85,81,50,13,0,0,0
1056,0,0,7,39,89,89,63,15,0,0,0,0,0,0,10,63,85,81,50,13,0,0,0,0
1057,0,7,39,89,89,63,15,0,0,0,0,0,0,10,63,85,81,50,13,0,0,0,0,0
1058,7,39,89,89,63,15,0,0,0,0,0,0,10,63,85,81,50,13,0,0,0,0,0,0
1059,39,89,89,63,15,0,0,0,0,0,0,10,63,85,81,50,13,0,0,0,0,0,0,10
1060,89,89,63,15,0,0,0,0,0,0,10,63,85,81,50,13,0,0,0,0,0,0,10,61
1061,89,63,15,0,0,0,0,0,0,10,63,85,81,50,13,0,0,0,0,0,0,10,61,71
1062,63,15,0,0,0,0,0,0,10,63,85,81,50,13,0,0,0,0,0,0,10,61,71,82
1063,15,0,0,0,0,0,0,10,63,85,81,50,13,0,0,0,0,0,0,10,61,71,82,24
1064,0,0,0,0,0,0,10,63,85,81,50,13,0,0,0,0,0,0,10,61,71,82,24,5
